run	success	duration	cost	ftissue_dap	Kp_dap	LI__DAPIM_Vmax	LI__DAP2D3G_Vmax	LI__D3GEX_Vmax	KI__DAPIM_Vmax	KI__DAP2D3G_Vmax	KI__D3GIM_Vmax	KI__DAPEX_k	KI__D3GEX_k	GU__Ka_dis_dap	GU__DAPABS_k	message	x	x0
17	True	388.6763906478882	776.0799824776808	0.010000000025012617	30.53854787346714	6.057069159387632	0.016611686534774565	0.3176870571074073	75.37146007328755	0.15715780973771262	0.16368807903043056	0.01603380565752476	0.36283860445336996	1.0201631098880768	0.050097998230468246	`xtol` termination condition is satisfied.	"[1.00000000e-02 3.05385479e+01 6.05706916e+00 1.66116865e-02
 3.17687057e-01 7.53714601e+01 1.57157810e-01 1.63688079e-01
 1.60338057e-02 3.62838604e-01 1.02016311e+00 5.00979982e-02]"	"[8.33074744e-02 8.44670764e+00 1.04483265e+00 1.35855700e+00
 3.64109491e-03 7.60897214e+00 1.05048177e+01 6.23699216e-03
 2.01852284e-01 6.28100241e-01 4.08777109e-03 9.69491869e-04]"
14	True	186.34710001945496	776.2863291296774	0.010011404392880176	30.76051398537848	6.655585179874384	0.014096138758206332	1.7283033421968494	0.3308233644251726	0.18047625324079936	0.1980294321673864	0.016168914358724952	0.3561623508499992	1.0086080880442452	0.05134212724726083	`xtol` termination condition is satisfied.	"[1.00114044e-02 3.07605140e+01 6.65558518e+00 1.40961388e-02
 1.72830334e+00 3.30823364e-01 1.80476253e-01 1.98029432e-01
 1.61689144e-02 3.56162351e-01 1.00860809e+00 5.13421272e-02]"	"[1.37621330e-02 7.13094319e+00 4.53871106e-02 6.80101380e-01
 2.24343262e+01 4.38357463e-01 2.85587946e+00 1.12335657e+01
 4.26683111e-03 9.18795633e-01 1.58670515e+00 2.21854833e-02]"
1	True	229.41173338890076	776.9199677769764	0.010020326279625888	30.35000421457533	8.69353320263897	0.008308998217194741	0.25728504348980347	0.5021566767617166	0.21989285059395863	7.074132207972297	0.016547478516107997	0.35527330371548665	0.9629338024482478	0.05357579470849657	`xtol` termination condition is satisfied.	"[1.00203263e-02 3.03500042e+01 8.69353320e+00 8.30899822e-03
 2.57285043e-01 5.02156677e-01 2.19892851e-01 7.07413221e+00
 1.65474785e-02 3.55273304e-01 9.62933802e-01 5.35757947e-02]"	"[2.46801627e-02 3.49628880e+01 3.95853327e+00 6.14910942e-03
 7.88925824e-01 3.12170901e+00 6.15308545e-01 7.62168179e+01
 6.09764474e-02 3.73417681e+00 1.87028927e+00 1.57739177e+00]"
12	True	276.97077465057373	776.9994590266779	0.010023535217224754	31.264362261529744	1.6515837241149194	0.00780708822728004	54.237464044164106	0.19710764785558071	0.23791078267427718	22.334564268512743	0.016923915356650637	0.3549785998387684	1.0679731556473668	0.046975175421536966	`xtol` termination condition is satisfied.	"[1.00235352e-02 3.12643623e+01 1.65158372e+00 7.80708823e-03
 5.42374640e+01 1.97107648e-01 2.37910783e-01 2.23345643e+01
 1.69239154e-02 3.54978600e-01 1.06797316e+00 4.69751754e-02]"	"[6.89544547e-02 2.02352765e+00 1.84098249e+02 6.45091721e+00
 1.31167692e-03 3.72249178e+02 7.34627106e+01 8.80124848e+01
 2.04891860e-03 2.50272271e-01 1.00750461e-03 1.78241148e-01]"
9	True	242.10138058662415	777.8606401230304	0.010121324858759268	30.20697652112845	3.171205171554231	0.015117654814938637	257.9225879411078	0.016021242497926663	0.6205998957927952	0.2524499548126796	0.01618982224489057	0.3595442468019056	0.98437321474437	0.05109770089233111	`xtol` termination condition is satisfied.	"[1.01213249e-02 3.02069765e+01 3.17120517e+00 1.51176548e-02
 2.57922588e+02 1.60212425e-02 6.20599896e-01 2.52449955e-01
 1.61898222e-02 3.59544247e-01 9.84373215e-01 5.10977009e-02]"	"[3.04547227e-02 4.31345532e+01 4.00316110e-02 2.87839143e-02
 1.73210674e+02 1.22228587e-02 2.39788241e+00 1.69455987e-03
 1.64486680e-03 2.90563921e-01 2.83112827e-03 4.51204160e-01]"
4	True	259.94524240493774	1556.907551280495	1.005021269553642	1.9915811065453721	0.05539028532478849	0.03843002847287477	0.999823037985518	0.8890473325049368	0.0011440159079223458	120.12830906050884	0.006237173474326643	0.3136928803060259	1.1708144113041368	0.9600744898579889	`xtol` termination condition is satisfied.	"[1.00502127e+00 1.99158111e+00 5.53902853e-02 3.84300285e-02
 9.99823038e-01 8.89047333e-01 1.14401591e-03 1.20128309e+02
 6.23717347e-03 3.13692880e-01 1.17081441e+00 9.60074490e-01]"	"[6.83838859e+00 1.93395665e+01 2.82947582e-01 4.41514241e-01
 1.45907683e+00 3.02804123e-01 1.65177346e-03 1.89701702e+01
 7.04133681e-04 1.31498798e+00 9.46936025e+00 2.30682411e+00]"
19	True	321.14280438423157	2482.9772652927327	1.2216139610525476	49.899184174019815	3.031515170354099	0.0010248763777357902	0.03531768826157899	63.786570694180774	8.091038160950255	2.380986176863721	0.4033887311358363	0.3102510759279245	2.3714464664116037	0.042225132921491	`xtol` termination condition is satisfied.	"[1.22161396e+00 4.98991842e+01 3.03151517e+00 1.02487638e-03
 3.53176883e-02 6.37865707e+01 8.09103816e+00 2.38098618e+00
 4.03388731e-01 3.10251076e-01 2.37144647e+00 4.22251329e-02]"	"[9.14473578e+00 1.96751566e+01 3.03313553e-01 5.75508042e-03
 5.49077888e-03 4.61467474e+02 2.73872753e+01 3.21404210e+00
 3.72466633e+00 1.20041492e+00 4.89773345e+01 9.30085334e-04]"
8	True	165.52953243255615	3184.2853280795043	0.14152787084750035	1.1505749604634115	17.528254103905788	0.6950361374323546	0.7691791858914951	139.99655159246336	0.020755884851113213	42.126468180439666	0.19830792484755344	0.25808288159439613	21.609738795608276	0.00026023317768890055	`xtol` termination condition is satisfied.	"[1.41527871e-01 1.15057496e+00 1.75282541e+01 6.95036137e-01
 7.69179186e-01 1.39996552e+02 2.07558849e-02 4.21264682e+01
 1.98307925e-01 2.58082882e-01 2.16097388e+01 2.60233178e-04]"	"[1.04821653e+00 2.23268157e+00 1.58487740e+01 1.00461854e+01
 2.17043259e-01 5.72127701e+02 7.79611054e-03 8.09238171e+02
 1.20220955e-01 1.43652167e+00 5.06980749e-01 1.00840724e-05]"
6	True	146.05436897277832	3228.7934454618185	0.013974915097096677	4.824669602304738	53.966075365624825	5.781859639781101	0.1029538100703335	1.735445359319856	0.06742410878092522	1.4757478374798811	6.950555205876069	0.23906112826283488	8.771880391763979	0.00020794160121940454	`xtol` termination condition is satisfied.	"[1.39749151e-02 4.82466960e+00 5.39660754e+01 5.78185964e+00
 1.02953810e-01 1.73544536e+00 6.74241088e-02 1.47574784e+00
 6.95055521e+00 2.39061128e-01 8.77188039e+00 2.07941601e-04]"	"[2.33331646e-02 1.62192748e+01 2.32933392e+00 3.63963065e-03
 1.60487050e+01 1.17449669e+02 5.21550693e+00 4.54478105e-03
 1.69134394e-03 5.90035344e-01 1.58381077e-02 2.16444630e-05]"
11	True	100.65720748901367	3262.675142723917	0.010866857118221593	4.155566118538274	18.39849439787506	4.849080375132236	0.029741438673237534	98.81886591244232	0.0012037581436658098	0.11539816492668921	4.2975751230402865	0.2953034188098688	0.9484264485441019	0.00018545202624514797	`xtol` termination condition is satisfied.	"[1.08668571e-02 4.15556612e+00 1.83984944e+01 4.84908038e+00
 2.97414387e-02 9.88188659e+01 1.20375814e-03 1.15398165e-01
 4.29757512e+00 2.95303419e-01 9.48426449e-01 1.85452026e-04]"	"[2.81335178e-02 2.70975841e+00 8.14799372e+01 6.11712343e+00
 1.05950341e+02 4.93925094e+02 1.20073029e-03 1.35598240e-03
 5.87942847e+00 1.10283853e-01 7.37434341e-02 1.04522704e-04]"
