study	name	group_count	parent	measurement_type	count	substance	choice	mean	median	sd	se	min	max	unit	comments
Cho2021	all	37	NA	species	37	NA	homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA
Cho2021	all	37	NA	healthy	37	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Cho2021	all	37	NA	sex	37	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Cho2021	all	37	NA	age	37	NA	NA	23.3	NA	3.4	NA	NA	NA	yr	unclear if SD
Cho2021	all	37	NA	weight	37	NA	NA	72.8	NA	10.8	NA	NA	NA	kg	NA
Cho2021	all	37	NA	height	37	NA	NA	174.3	NA	5.1	NA	NA	NA	cm	NA
Cho2021	all	37	NA	bmi	37	NA	NA	23.9	NA	2.8	NA	NA	NA	kg/m^2	NA
Cho2021	all	37	NA	overnight fast	37	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
