study	name	group_count	parent	measurement_type	count	substance	choice	mean	median	sd	se	min	max	unit	comments
Komoroski2009	all	104.0	NA	species	104.0	NA	homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA
Komoroski2009	all	104.0	NA	sex	104.0	NA	MF	NA	NA	NA	NA	NA	NA	NA	NA
Komoroski2009	all	104.0	NA	healthy	104.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Komoroski2009	all	104.0	NA	age	104.0	NA	NA	NA	NA	NA	NA	18.0	45.0	yr	28-37 years
Komoroski2009	all	104.0	NA	weight	104.0	NA	NA	NA	NA	NA	NA	74.0	84.0	kg	NA
Komoroski2009	all	104.0	NA	bmi	104.0	NA	NA	NA	NA	NA	NA	18.0	30.0	kg/m^2	NA
Komoroski2009	SAD	64.0	all	fasting	5.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Komoroski2009	MAD	40.0	all	fasting	40.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	only men???
Komoroski2009	fasted	5.0	SAD	fasting	5.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Komoroski2009	fed	5.0	SAD	fasting	5.0	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Komoroski2009	SAD_DAP0	5.0	SAD	fasting	5.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Komoroski2009	SAD_DAP2.5	5.0	SAD	fasting	5.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Komoroski2009	SAD_DAP5	5.0	SAD	fasting	5.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Komoroski2009	SAD_DAP10	5.0	SAD	fasting	5.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Komoroski2009	SAD_DAP20	5.0	SAD	fasting	5.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Komoroski2009	SAD_DAP50	5.0	SAD	fasting	5.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Komoroski2009	SAD_DAP100	5.0	SAD	fasting	5.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Komoroski2009	SAD_DAP250	5.0	SAD	fasting	5.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Komoroski2009	SAD_DAP500	5.0	SAD	fasting	5.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Komoroski2009	MAD_DAP2.5	6.0	MAD	fasting	6.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Komoroski2009	MAD_DAP10	6.0	MAD	fasting	6.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Komoroski2009	MAD_DAP20	6.0	MAD	fasting	6.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Komoroski2009	MAD_DAP50	6.0	MAD	fasting	6.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Komoroski2009	MAD_DAP100	6.0	MAD	fasting	6.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
