study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	sd	se	unit	comments	raw
Komoroski2009	NA	SAD_DAP250	5.0	DAP250	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP250	84.0	hr	NA	213.589480026937	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP250	5.0	DAP250	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP250	96.0	hr	NA	220.405486832311	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP250	5.0	DAP250	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP250	108.0	hr	NA	225.959663984687	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP250	5.0	DAP250	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP250	120.0	hr	NA	228.986637365753	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP500	5.0	DAP500	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP500	4.0	hr	NA	13.8092368766172	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP500	5.0	DAP500	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP500	8.0	hr	NA	28.9062961518922	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP500	5.0	DAP500	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP500	12.0	hr	NA	40.2225924219332	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP500	5.0	DAP500	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP500	16.0	hr	NA	52.7983553680927	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP500	5.0	DAP500	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP500	20.0	hr	NA	64.1146516381337	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP500	5.0	DAP500	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP500	24.0	hr	NA	75.4262219544182	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP500	5.0	DAP500	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP500	28.0	hr	NA	88.0019849005777	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP500	5.0	DAP500	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP500	32.0	hr	NA	98.0564515176219	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP500	5.0	DAP500	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP500	36.0	hr	NA	110.634577440659	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP500	5.0	DAP500	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP500	40.0	hr	NA	121.946147756944	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP500	5.0	DAP500	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP500	44.0	hr	NA	133.260081050106	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP500	5.0	DAP500	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP500	48.0	hr	NA	144.574014343269	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP500	5.0	DAP500	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP500	60.0	hr	NA	185.453514337362	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP500	5.0	DAP500	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP500	72.0	hr	NA	213.717080778364	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP500	5.0	DAP500	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP500	84.0	hr	NA	241.349732392868	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP500	5.0	DAP500	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP500	96.0	hr	NA	261.416132043147	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP500	5.0	DAP500	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP500	108.0	hr	NA	285.266839163978	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP500	5.0	DAP500	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP500	120.0	hr	NA	304.065501719065	NA	NA	NA	g	time adjusted	NA
