study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	sd	se	unit	comments	raw
Komoroski2009	NA	SAD_DAP2.5	5.0	DAP2.5	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP2.5	3.5	hr	NA	3.71459965264244	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP2.5	5.0	DAP2.5	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP2.5	8.0	hr	NA	11.2406810099363	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP2.5	5.0	DAP2.5	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP2.5	12.0	hr	NA	19.3988586821677	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP2.5	5.0	DAP2.5	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP2.5	16.0	hr	NA	23.773910372287	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP2.5	5.0	DAP2.5	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP2.5	20.0	hr	NA	27.5168657474687	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP2.5	5.0	DAP2.5	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP2.5	24.0	hr	NA	31.2598211226503	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP2.5	5.0	DAP2.5	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP2.5	28.0	hr	NA	32.4814801687165	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP2.5	5.0	DAP2.5	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP2.5	32.0	hr	NA	32.4389465849076	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP2.5	5.0	DAP2.5	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP2.5	36.0	hr	NA	32.3964130010987	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP2.5	5.0	DAP2.5	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP2.5	40.0	hr	NA	32.3538794172899	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP2.5	5.0	DAP2.5	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP2.5	44.0	hr	NA	32.311345833481	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP2.5	5.0	DAP2.5	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP2.5	48.0	hr	NA	32.2688122496721	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP2.5	5.0	DAP2.5	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP2.5	60.0	hr	NA	33.4030411512423	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP2.5	5.0	DAP2.5	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP2.5	72.0	hr	NA	32.0159737236971	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP2.5	5.0	DAP2.5	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP2.5	84.0	hr	NA	35.673861931261	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP2.5	5.0	DAP2.5	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP2.5	96.0	hr	NA	35.5509871335909	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP2.5	5.0	DAP2.5	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP2.5	108.0	hr	NA	35.4257493590425	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP2.5	5.0	DAP2.5	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP2.5	120.0	hr	NA	34.036318954619	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP5	5.0	DAP5	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP5	4.0	hr	NA	5.60734413213765	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP5	5.0	DAP5	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP5	8.0	hr	NA	13.76434031593	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP5	5.0	DAP5	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP5	12.0	hr	NA	23.8164439560959	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP5	5.0	DAP5	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP5	16.0	hr	NA	27.5617623081558	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP5	5.0	DAP5	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP5	20.0	hr	NA	31.3023547064592	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP5	5.0	DAP5	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP5	24.0	hr	NA	36.3071397346377	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP5	5.0	DAP5	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP5	28.0	hr	NA	36.8967024657663	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP5	5.0	DAP5	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP5	32.0	hr	NA	37.486265196895	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP5	5.0	DAP5	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP5	36.0	hr	NA	37.4460945899644	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP5	5.0	DAP5	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP5	40.0	hr	NA	37.4011980292773	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP5	5.0	DAP5	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP5	44.0	hr	NA	37.3586644454684	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP5	5.0	DAP5	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP5	48.0	hr	NA	36.0543012086627	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP5	5.0	DAP5	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP5	60.0	hr	NA	37.1908930871111	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP5	5.0	DAP5	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP5	72.0	hr	NA	35.8014626826877	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP5	5.0	DAP5	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP5	84.0	hr	NA	38.199884214133	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP5	5.0	DAP5	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP5	96.0	hr	NA	39.3364760925814	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP5	5.0	DAP5	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP5	108.0	hr	NA	36.6875790120393	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP5	5.0	DAP5	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP5	120.0	hr	NA	34.0339559777407	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP10	5.0	DAP10	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP10	4.0	hr	NA	3.71459965264244	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP10	5.0	DAP10	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP10	8.0	hr	NA	18.8116589279173	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP10	5.0	DAP10	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP10	12.0	hr	NA	27.6042958919647	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP10	5.0	DAP10	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP10	16.0	hr	NA	36.3945698791337	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP10	5.0	DAP10	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP10	20.0	hr	NA	41.396991930434	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP10	5.0	DAP10	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP10	24.0	hr	NA	52.7109252235967	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP10	5.0	DAP10	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP10	28.0	hr	NA	57.7180732286534	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP10	5.0	DAP10	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP10	32.0	hr	NA	62.722858256832	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP10	5.0	DAP10	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP10	36.0	hr	NA	67.7276432850104	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP10	5.0	DAP10	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP10	40.0	hr	NA	73.9918949893075	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP10	5.0	DAP10	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP10	44.0	hr	NA	75.2111910584955	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP10	5.0	DAP10	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP10	48.0	hr	NA	73.909190798568	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP10	5.0	DAP10	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP10	60.0	hr	NA	80.0907383121256	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP10	5.0	DAP10	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP10	72.0	hr	NA	81.2249672136958	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP10	5.0	DAP10	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP10	84.0	hr	NA	81.0973664622692	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP10	5.0	DAP10	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP10	96.0	hr	NA	83.500513947471	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP10	5.0	DAP10	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP10	108.0	hr	NA	82.1134465199257	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP10	5.0	DAP10	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP10	120.0	hr	NA	80.7240161155023	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP20	5.0	DAP20	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP20	4.0	hr	NA	4.97642930563927	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP20	5.0	DAP20	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP20	8.0	hr	NA	15.0285329458051	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP20	5.0	DAP20	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP20	12.0	hr	NA	25.0782736090927	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP20	5.0	DAP20	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP20	16.0	hr	NA	36.3922069022555	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP20	5.0	DAP20	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP20	20.0	hr	NA	43.9206512364277	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP20	5.0	DAP20	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP20	24.0	hr	NA	53.9703918997153	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP20	5.0	DAP20	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP20	28.0	hr	NA	58.977539904772	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP20	5.0	DAP20	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP20	32.0	hr	NA	63.9846879098288	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP20	5.0	DAP20	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP20	36.0	hr	NA	66.4681766088919	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP20	5.0	DAP20	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP20	40.0	hr	NA	67.6874726780798	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP20	5.0	DAP20	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP20	44.0	hr	NA	67.6425761173927	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP20	5.0	DAP20	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP20	48.0	hr	NA	66.3382128805869	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP50	5.0	DAP50	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP50	4.0	hr	NA	6.23589598175789	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP50	5.0	DAP50	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP50	8.0	hr	NA	20.0711256040359	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP50	5.0	DAP50	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP50	12.0	hr	NA	32.0159737236971	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP50	5.0	DAP50	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP50	16.0	hr	NA	42.0728033176195	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP50	5.0	DAP50	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP50	20.0	hr	NA	50.2321624782901	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP50	5.0	DAP50	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP50	24.0	hr	NA	59.0200734885809	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP50	5.0	DAP50	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP50	28.0	hr	NA	66.5508807996313	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP50	5.0	DAP50	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP50	32.0	hr	NA	72.8174954808067	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP50	5.0	DAP50	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP50	36.0	hr	NA	78.4531953354836	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP50	5.0	DAP50	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP50	40.0	hr	NA	87.8720211722728	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP50	5.0	DAP50	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP50	44.0	hr	NA	91.6173395243328	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP50	5.0	DAP50	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP50	48.0	hr	NA	94.0996467349567	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP50	5.0	DAP50	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP50	60.0	hr	NA	106.591524001937	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP50	5.0	DAP50	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP50	72.0	hr	NA	113.403986341993	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP50	5.0	DAP50	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP50	84.0	hr	NA	117.692789376055	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP50	5.0	DAP50	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP50	96.0	hr	NA	117.569914578385	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP50	5.0	DAP50	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP50	108.0	hr	NA	120.599250936329	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP50	5.0	DAP50	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP50	120.0	hr	NA	119.211002020345	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP100	5.0	DAP100	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP100	4.0	hr	NA	8.76191826462979	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP100	5.0	DAP100	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP100	8.0	hr	NA	23.8613405167831	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP100	5.0	DAP100	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP100	12.0	hr	NA	38.9583997920581	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP100	5.0	DAP100	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP100	16.0	hr	NA	50.2723330852207	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP100	5.0	DAP100	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP100	20.0	hr	NA	61.5886293552618	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP100	5.0	DAP100	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP100	24.0	hr	NA	72.9025626484245	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP100	5.0	DAP100	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP100	28.0	hr	NA	82.9546662885903	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP100	5.0	DAP100	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP100	32.0	hr	NA	94.8995144082515	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP100	5.0	DAP100	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP100	36.0	hr	NA	106.213447701414	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP100	5.0	DAP100	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP100	40.0	hr	NA	115.003721688583	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP100	5.0	DAP100	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP100	44.0	hr	NA	120.008506716761	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP100	5.0	DAP100	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP100	48.0	hr	NA	128.79996219237	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP100	5.0	DAP100	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP100	60.0	hr	NA	157.692080482992	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP100	5.0	DAP100	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP100	72.0	hr	NA	173.969446708963	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP100	5.0	DAP100	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP100	84.0	hr	NA	188.983801793499	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP100	5.0	DAP100	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP100	96.0	hr	NA	192.01668261676	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP100	5.0	DAP100	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP100	108.0	hr	NA	196.939944942638	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP100	5.0	DAP100	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP100	120.0	hr	NA	194.28632190834	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP250	5.0	DAP250	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP250	4.0	hr	NA	11.2832145937452	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP250	5.0	DAP250	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP250	8.0	hr	NA	26.3849998227767	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP250	5.0	DAP250	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP250	12.0	hr	NA	36.4347404860644	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP250	5.0	DAP250	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP250	16.0	hr	NA	50.274696062099	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP250	5.0	DAP250	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP250	20.0	hr	NA	60.3267997022649	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP250	5.0	DAP250	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP250	24.0	hr	NA	72.9001996715462	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP250	5.0	DAP250	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP250	28.0	hr	NA	84.2164959415872	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP250	5.0	DAP250	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP250	32.0	hr	NA	96.7922588877468	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP250	5.0	DAP250	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP250	36.0	hr	NA	106.849088481669	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP250	5.0	DAP250	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP250	40.0	hr	NA	118.158295821075	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP250	5.0	DAP250	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP250	44.0	hr	NA	128.210399461241	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP250	5.0	DAP250	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP250	48.0	hr	NA	143.307458736516	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP250	5.0	DAP250	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP250	60.0	hr	NA	173.466132633892	NA	NA	NA	g	time adjusted	NA
Komoroski2009	NA	SAD_DAP250	5.0	DAP250	cumulative amount	glucose	urine	LC/MS	glucose_cumulative amount_DAP250	72.0	hr	NA	193.526624841975	NA	NA	NA	g	time adjusted	NA
