run	success	duration	cost	KI__RTG_E50	KI__RTG_base	KI__RTG_delta	KI__RTG_max_inhibition	KI__RTG_m_fpg	message	x	x0
65	True	27.794480085372925	237.36009834524873	3.941433342486924e-06	9.527695119325628	7.007231048860945	0.48059814878580853	0.5745285309324287	`xtol` termination condition is satisfied.	"[3.94143334e-06 9.52769512e+00 7.00723105e+00 4.80598149e-01
 5.74528531e-01]"	"[3.78595905e-06 8.56335663e+00 9.56016292e+00 4.80598149e-01
 9.30166348e-01]"
74	True	42.11547136306763	237.58891206739352	4.917999100688194e-06	9.2518650552634	7.003286814425375	0.2016159310438861	0.6878476096754244	`xtol` termination condition is satisfied.	"[4.91799910e-06 9.25186506e+00 7.00328681e+00 2.01615931e-01
 6.87847610e-01]"	"[5.93797093e-06 8.09274533e+00 1.09418363e+01 4.88389893e-01
 2.14710627e+00]"
7	True	37.53907656669617	237.70325678441202	5.757447552168778e-06	9.060471244828355	7.004105352398027	0.9442284605413728	0.6411136113205059	`xtol` termination condition is satisfied.	"[5.75744755e-06 9.06047124e+00 7.00410535e+00 9.44228461e-01
 6.41113611e-01]"	"[4.71251916e-05 1.33256077e+01 7.27937527e+00 9.44228461e-01
 1.10767184e+00]"
58	True	87.68303918838501	237.7713159835971	4.17039656973217e-06	9.427013860077054	7.000413458904354	0.847716857428201	0.6666942431547429	`xtol` termination condition is satisfied.	"[4.17039657e-06 9.42701386e+00 7.00041346e+00 8.47716857e-01
 6.66694243e-01]"	"[8.59391799e-06 9.11915286e+00 8.38976979e+00 8.47716857e-01
 3.73219396e-01]"
19	True	136.13616061210632	237.82459842810297	3.7921250951760166e-06	9.537575251137014	7.005740515736104	0.36971349634550715	0.6292801557979054	`xtol` termination condition is satisfied.	"[3.79212510e-06 9.53757525e+00 7.00574052e+00 3.69713496e-01
 6.29280156e-01]"	"[2.77701893e-06 8.32032184e+00 7.85313859e+00 3.69713496e-01
 2.44083134e+00]"
18	True	33.835354804992676	238.2038180076686	5.68222875987625e-06	9.066281125053457	7.00223187421236	0.2157770410386657	0.720711844834462	`xtol` termination condition is satisfied.	"[5.68222876e-06 9.06628113e+00 7.00223187e+00 2.15777041e-01
 7.20711845e-01]"	"[1.52674087e-05 1.24045468e+01 1.08827527e+01 2.15777041e-01
 2.63555634e-01]"
73	True	49.29587173461914	239.02487144249235	5.7198807166645795e-06	9.143981485431526	7.108197164850549	0.2609172477081739	0.6436262772113776	`xtol` termination condition is satisfied.	"[5.71988072e-06 9.14398149e+00 7.10819716e+00 2.60917248e-01
 6.43626277e-01]"	"[1.17619838e-05 1.02321818e+01 8.19090427e+00 2.60917248e-01
 1.42713361e+00]"
1	True	41.73898983001709	239.13267468330582	6.772651471416597e-06	8.851550154113147	7.013907544066369	0.42837862426687695	0.7290271675924999	`xtol` termination condition is satisfied.	"[6.77265147e-06 8.85155015e+00 7.01390754e+00 4.28378624e-01
 7.29027168e-01]"	"[1.07716561e-05 9.13499385e+00 7.75929036e+00 4.28378624e-01
 2.71942155e-01]"
40	True	37.49119687080383	239.34743836961937	2.8539507841622444e-06	9.85462493140367	7.0085711817083345	0.20161593104388614	0.6160248141418067	`xtol` termination condition is satisfied.	"[2.85395078e-06 9.85462493e+00 7.00857118e+00 2.01615931e-01
 6.16024814e-01]"	"[1.44949999e-06 8.63106134e+00 1.09764014e+01 3.43020384e-01
 2.48217275e+00]"
85	True	30.47009563446045	239.54399163802316	6.316426264579644e-06	8.962234634923567	7.048741193719924	0.47592340550248424	0.7586304985429904	`xtol` termination condition is satisfied.	"[6.31642626e-06 8.96223463e+00 7.04874119e+00 4.75923406e-01
 7.58630499e-01]"	"[1.32524848e-05 1.07564145e+01 7.21620688e+00 4.75923406e-01
 3.80081385e-01]"
94	True	37.7192440032959	239.6227087120403	2.781491996657785e-06	9.859422932824653	7.001946548867791	0.45110004615927524	0.562653574074993	`xtol` termination condition is satisfied.	"[2.78149200e-06 9.85942293e+00 7.00194655e+00 4.51100046e-01
 5.62653574e-01]"	"[5.26259923e-06 1.08830976e+01 7.36423332e+00 5.37181912e-01
 1.42665700e+00]"
5	True	136.55939865112305	239.87966536510024	3.821009633664613e-06	9.555880317796657	7.00180128686826	0.2517819780857694	0.39310725596408364	`xtol` termination condition is satisfied.	"[3.82100963e-06 9.55588032e+00 7.00180129e+00 2.51781978e-01
 3.93107256e-01]"	"[8.23629834e-06 9.67195058e+00 9.63588891e+00 2.51781978e-01
 4.23991803e-01]"
62	True	40.712658166885376	239.96805348314132	3.6103604401472243e-06	9.609994359394191	7.043092528981215	0.6478932451497477	0.7485013747945627	`xtol` termination condition is satisfied.	"[3.61036044e-06 9.60999436e+00 7.04309253e+00 6.47893245e-01
 7.48501375e-01]"	"[1.00149644e-05 1.36683112e+01 8.20851587e+00 6.47893245e-01
 1.85290455e+00]"
88	True	224.46844720840454	240.689857352886	3.3837426864659074e-06	9.912044702304675	7.328896700426148	0.3574844822088892	0.6805842319925639	`xtol` termination condition is satisfied.	"[3.38374269e-06 9.91204470e+00 7.32889670e+00 3.57484482e-01
 6.80584232e-01]"	"[9.55478676e-06 1.03050765e+01 9.33012545e+00 3.57484482e-01
 8.28452016e-01]"
